transaction_id,amount,country,user_id,timestamp
7169,1079.99,UK,8,1765733139.0559762
9261,844.57,US,26,1765733139.0559762
6592,447.13,JP,25,1765733139.0559762
9265,1432.18,US,43,1765733139.0559762
6619,97.05,UK,46,1765733139.0559762
8181,624.99,JP,4,1765733139.0559762
7439,828.65,JP,18,1765733139.0559762
8880,880.03,JP,20,1765733139.0559762
5631,592.44,UK,18,1765733139.0559762
9183,1620.99,US,10,1765733139.0559762
6419,1438.17,JP,2,1765733139.0559762
2501,546.79,JP,2,1765733139.0559762
8947,373.49,US,26,1765733139.0559762
2050,157.98,UK,10,1765733139.0559762
2353,502.5,JP,11,1765733139.0559762
2909,645.87,US,44,1765733139.0559762
7340,1202.82,IN,47,1765733139.0559762
3350,166.16,UK,41,1765733139.0559762
7817,627.27,US,13,1765733139.0559762
7406,349.63,JP,13,1765733139.0559762
5325,164.64,UK,27,1765733139.0559762
3565,1661.78,UK,13,1765733139.0559762
5061,61.35,IN,39,1765733139.0559762
1041,692.55,US,45,1765733139.0559762
3966,1483.8,JP,37,1765733139.0559762
1388,46.62,US,7,1765733139.0559762
9725,277.25,UK,26,1765733139.0559762
8764,1923.85,UK,4,1765733139.0559762
7079,468.02,UK,15,1765733139.0559762
7930,1748.0,JP,18,1765733139.0559762
6932,1679.65,IN,44,1765733139.0559762
6171,1563.03,UK,4,1765733139.0559762
5575,1820.43,UK,30,1765733139.0559762
1849,1859.59,US,30,1765733139.0559762
4877,284.18,JP,26,1765733139.0559762
9900,86.89,IN,8,1765733139.0559762
4027,1081.83,UK,4,1765733139.0559762
8520,1753.62,IN,45,1765733139.0570643
9898,609.61,IN,10,1765733139.0570643
2519,563.85,UK,12,1765733139.0570643
4278,809.1,IN,8,1765733139.0570643
9048,1857.67,UK,31,1765733139.0570643
1946,1114.11,JP,17,1765733139.0570643
4692,1493.25,UK,30,1765733139.0570643
9892,695.46,US,27,1765733139.0570643
8586,832.62,IN,41,1765733139.0570643
8604,816.42,JP,2,1765733139.0570643
2823,187.62,JP,26,1765733139.0570643
6468,155.0,IN,40,1765733139.0570643
9980,1188.19,IN,45,1765733139.0570643
7057,1858.71,IN,10,1765733139.0570643
1702,965.68,JP,48,1765733139.0570643
4642,250.47,JP,17,1765733139.0570643
4510,1219.56,IN,41,1765733139.0570643
1946,912.87,JP,50,1765733139.0570643
7895,1367.2,UK,13,1765733139.0570643
8558,171.64,US,41,1765733139.0570643
8556,1650.45,US,8,1765733139.0570643
7269,461.88,US,31,1765733139.0570643
6411,1831.6,US,29,1765733139.0570643
8845,354.13,UK,42,1765733139.0570643
2890,486.91,UK,13,1765733139.0570643
7092,570.45,UK,20,1765733139.0570643
5054,1377.22,IN,23,1765733139.0570643
5996,1504.38,IN,48,1765733139.0570643
5661,560.42,UK,27,1765733139.0570643
8270,193.87,JP,10,1765733139.0570643
2651,1962.69,IN,7,1765733139.0570643
1644,859.24,JP,7,1765733139.0570643
5059,1306.27,IN,47,1765733139.0570643
7903,1658.69,IN,28,1765733139.0570643
8798,297.36,IN,6,1765733139.0570643
9800,1937.66,IN,40,1765733139.0570643
2285,148.73,IN,26,1765733139.0570643
4649,892.3,UK,26,1765733139.0570643
6656,1466.92,JP,21,1765733139.0570643
3847,1314.41,IN,6,1765733139.0570643
2607,1955.37,UK,49,1765733139.0570643
9670,874.85,UK,31,1765733139.0570643
6444,763.57,JP,20,1765733139.0570643
8291,1665.89,JP,17,1765733139.0570643
5417,1151.32,UK,10,1765733139.0570643
7667,1502.64,UK,10,1765733139.0570643
3140,649.18,JP,5,1765733139.0570643
8762,1815.54,UK,20,1765733139.0570643
7435,1716.28,UK,48,1765733139.0570643
7094,363.59,JP,29,1765733139.0570643
4190,561.39,IN,4,1765733139.0575864
6991,502.64,US,17,1765733139.0575864
5270,156.46,UK,26,1765733139.0575864
7859,260.73,UK,4,1765733139.0575864
8941,1878.5,US,14,1765733139.0575864
9291,659.17,IN,50,1765733139.0575864
1834,511.27,JP,39,1765733139.0575864
4608,767.86,UK,45,1765733139.0575864
5006,684.89,IN,29,1765733139.0575864
1705,1567.26,UK,7,1765733139.0575864
1218,1966.49,UK,25,1765733139.0575864
8392,1274.58,JP,22,1765733139.0575864
3482,103.76,UK,11,1765733139.0575864
7670,1360.74,JP,13,1765733139.0575864
2320,604.68,US,25,1765733139.0575864
8032,1269.77,US,29,1765733139.0575864
1521,1981.23,US,17,1765733139.0575864
5434,1433.83,JP,31,1765733139.0575864
4045,1009.05,JP,6,1765733139.0575864
9803,1744.64,UK,45,1765733139.0575864
9612,745.38,US,11,1765733139.0575864
5395,483.85,JP,48,1765733139.0575864
2717,1123.31,JP,11,1765733139.0575864
6034,1563.55,US,15,1765733139.0575864
6782,1756.91,JP,30,1765733139.0575864
8919,1475.19,JP,24,1765733139.0575864
2555,378.5,IN,50,1765733139.0575864
8796,1088.03,JP,16,1765733139.0575864
6136,1137.06,US,50,1765733139.0575864
9021,55.47,UK,11,1765733139.0575864
9012,867.38,IN,21,1765733139.0575864
3589,1159.4,JP,44,1765733139.0575864
1659,484.62,JP,38,1765733139.0575864
3915,620.25,JP,42,1765733139.0575864
7468,762.45,IN,38,1765733139.0575864
8704,891.11,UK,14,1765733139.0575864
6821,1180.35,US,50,1765733139.0575864
4277,1866.77,JP,45,1765733139.0575864
9058,11.9,US,41,1765733139.0575864
7837,280.89,IN,10,1765733139.0575864
1612,1222.23,US,10,1765733139.0575864
1921,1781.11,JP,48,1765733139.0575864
3959,1460.02,UK,33,1765733139.0575864
5563,636.48,JP,22,1765733139.0575864
2009,733.26,UK,7,1765733139.0575864
4184,21.27,JP,32,1765733139.0575864
4524,998.29,JP,18,1765733139.0575864
7857,1026.23,US,26,1765733139.0575864
4655,1951.58,IN,3,1765733139.0575864
3108,1071.55,JP,2,1765733139.0575864
3509,1441.11,US,50,1765733139.0575864
1738,1898.03,UK,34,1765733139.0575864
5252,1057.56,IN,36,1765733139.0575864
9273,35.07,IN,23,1765733139.0575864
3937,1924.93,UK,45,1765733139.0575864
3705,145.88,IN,33,1765733139.0575864
4211,846.09,JP,22,1765733139.0575864
6263,1076.8,US,36,1765733139.0575864
1382,1309.89,UK,3,1765733139.0575864
7665,585.1,US,8,1765733139.0575864
5808,1142.82,IN,2,1765733139.0575864
5483,1173.28,UK,36,1765733139.0575864
4613,702.3,UK,20,1765733139.0575864
4059,1112.14,JP,10,1765733139.0575864
5824,1391.92,IN,29,1765733139.0575864
5572,771.46,JP,45,1765733139.0575864
1765,1015.36,JP,40,1765733139.0575864
2418,1309.33,IN,45,1765733139.0575864
3932,1688.42,UK,39,1765733139.0575864
7039,1540.21,JP,40,1765733139.0575864
3844,213.65,US,22,1765733139.0575864
9990,946.07,JP,39,1765733139.0575864
9306,642.46,JP,30,1765733139.0575864
5863,1629.57,US,12,1765733139.0575864
1223,1762.83,IN,40,1765733139.0575864
6593,55.6,IN,23,1765733139.0575864
9342,1597.15,IN,9,1765733139.0575864
3106,688.9,US,31,1765733139.0575864
6638,483.25,IN,40,1765733139.0575864
8276,209.81,JP,3,1765733139.0575864
5241,321.41,UK,25,1765733139.0575864
3082,1553.27,UK,46,1765733139.0575864
6080,54.1,UK,25,1765733139.0575864
7363,1849.99,JP,48,1765733139.0575864
6621,237.46,JP,15,1765733139.0575864
7839,1205.69,US,8,1765733139.0575864
4471,1087.46,IN,36,1765733139.0575864
6468,1756.4,US,17,1765733139.0575864
1545,638.15,UK,49,1765733139.0575864
8653,818.16,US,33,1765733139.0575864
1658,1026.89,JP,10,1765733139.0575864
8573,156.07,IN,38,1765733139.0575864
9935,1647.0,UK,15,1765733139.0575864
8894,864.6,IN,28,1765733139.0575864
2815,566.14,JP,32,1765733139.0575864
8766,364.41,US,2,1765733139.0575864
9609,1959.37,IN,16,1765733139.0575864
6631,572.73,IN,11,1765733139.0586126
7778,1711.43,US,13,1765733139.0586126
4197,953.99,UK,17,1765733139.0586126
4175,1669.16,US,24,1765733139.0586126
7958,1013.9,UK,29,1765733139.0586126
2060,1027.47,IN,45,1765733139.0586126
7928,1055.04,IN,46,1765733139.058778
4856,993.13,UK,19,1765733139.058778
4126,1615.66,IN,25,1765733139.058778
4760,1005.65,IN,14,1765733139.058778
2073,127.35,UK,14,1765733139.058778
7391,686.34,UK,49,1765733139.058778
5335,1011.29,IN,5,1765733139.058778
6804,1090.57,UK,41,1765733139.058778
8165,662.83,IN,40,1765733139.058778
4973,322.37,IN,1,1765733139.058778
4266,1196.81,IN,14,1765733139.058778
3457,113.72,UK,50,1765733139.058778
7240,1025.03,JP,18,1765733139.058778
8366,1213.97,US,20,1765733139.058778
2917,315.66,US,7,1765733139.058778
6822,990.6,US,8,1765733139.058778
9918,1649.23,JP,32,1765733139.058778
3106,1361.54,IN,22,1765733139.058778
1559,1703.19,JP,30,1765733139.058778
8371,293.3,UK,41,1765733139.058778
1060,872.78,US,41,1765733139.058778
8538,492.81,IN,41,1765733139.058778
1972,446.35,UK,40,1765733139.058778
8805,26.73,JP,25,1765733139.058778
7781,784.78,US,23,1765733139.058778
6052,1080.04,IN,42,1765733139.058778
2197,169.63,UK,38,1765733139.058778
3755,61.31,UK,10,1765733139.058778
7077,665.99,US,11,1765733139.058778
3329,1136.65,US,41,1765733139.058778
4292,295.15,UK,17,1765733139.058778
4009,641.76,JP,23,1765733139.058778
2057,145.52,US,35,1765733139.058778
1782,703.33,JP,42,1765733139.058778
3696,667.95,IN,12,1765733139.058778
6518,1277.13,UK,49,1765733139.058778
1791,1248.74,US,8,1765733139.058778
2849,1527.64,UK,1,1765733139.058778
5483,1830.66,JP,26,1765733139.058778
4527,1057.0,IN,33,1765733139.058778
9989,1098.53,UK,18,1765733139.058778
2146,1241.94,IN,17,1765733139.058778
1798,10.93,JP,7,1765733139.058778
5671,1416.68,US,48,1765733139.058778
1735,1217.75,UK,13,1765733139.058778
1068,918.06,JP,43,1765733139.058778
5559,1542.9,UK,46,1765733139.058778
6851,1527.64,IN,50,1765733139.058778
8888,1081.4,IN,3,1765733139.058778
5166,90.64,UK,24,1765733139.058778
6529,243.81,UK,46,1765733139.058778
2962,789.61,US,45,1765733139.058778
7961,1141.29,JP,19,1765733139.058778
3816,1747.88,IN,46,1765733139.058778
5490,278.63,IN,40,1765733139.058778
6719,310.51,JP,43,1765733139.058778
9588,553.45,JP,16,1765733139.058778
7887,1284.74,US,6,1765733139.058778
3275,986.16,IN,49,1765733139.058778
1375,1736.72,JP,50,1765733139.058778
9666,449.22,JP,9,1765733139.058778
9837,1865.01,IN,16,1765733139.058778
3653,541.97,JP,20,1765733139.058778
1370,1081.21,US,6,1765733139.058778
1806,1955.76,US,47,1765733139.058778
5788,812.03,UK,21,1765733139.058778
9185,47.23,UK,48,1765733139.058778
5364,305.74,US,49,1765733139.058778
2969,719.72,US,33,1765733139.058778
4107,574.94,JP,5,1765733139.058778
1395,1961.56,IN,12,1765733139.058778
4473,267.45,UK,48,1765733139.058778
2627,258.84,UK,45,1765733139.058778
7425,1240.6,JP,48,1765733139.058778
3403,692.64,US,42,1765733139.058778
4156,285.91,IN,39,1765733139.058778
4613,1652.27,JP,48,1765733139.058778
7577,1367.8,US,10,1765733139.058778
1841,1923.38,IN,47,1765733139.058778
5646,719.1,JP,32,1765733139.058778
9557,448.0,UK,15,1765733139.058778
4200,80.8,UK,26,1765733139.058778
2783,60.27,UK,47,1765733139.058778
9198,846.42,IN,24,1765733139.058778
1931,461.92,US,9,1765733139.058778
3559,508.87,IN,5,1765733139.058778
1956,1400.49,US,11,1765733139.058778
4092,1216.26,IN,28,1765733139.058778
9268,429.25,UK,12,1765733139.058778
7259,876.21,IN,37,1765733139.058778
6178,996.68,IN,37,1765733139.058778
6278,1531.05,US,5,1765733139.058778
3760,78.16,UK,4,1765733139.058778
6542,313.23,IN,30,1765733139.058778
6530,53.87,US,5,1765733139.058778
2129,1908.22,JP,9,1765733139.058778
6551,1802.39,US,12,1765733139.058778
4334,1373.15,UK,40,1765733139.058778
4739,1788.61,IN,48,1765733139.0598705
8830,750.9,JP,27,1765733139.0598705
8914,559.35,IN,28,1765733139.0598705
5994,154.98,US,34,1765733139.0598705
9946,291.26,IN,38,1765733139.0598705
5768,575.99,JP,37,1765733139.0598705
5044,903.65,IN,22,1765733139.0598705
1745,567.85,IN,40,1765733139.0598705
9168,418.11,UK,11,1765733139.0598705
7960,1272.07,IN,4,1765733139.0598705
9219,1966.1,IN,17,1765733139.0598705
3578,1497.31,JP,5,1765733139.0598705
8442,808.2,UK,40,1765733139.0598705
9634,1618.89,JP,2,1765733139.0598705
1673,1737.04,JP,38,1765733139.0598705
9009,262.7,UK,39,1765733139.0598705
1243,1497.55,UK,41,1765733139.0598705
3137,1270.08,US,28,1765733139.0598705
4970,508.0,IN,42,1765733139.0598705
9131,1340.4,US,25,1765733139.0598705
3078,1578.8,IN,25,1765733139.0598705
8753,1006.02,US,30,1765733139.0598705
7541,1533.0,US,13,1765733139.0598705
8965,1600.71,UK,16,1765733139.0598705
8807,1902.03,UK,36,1765733139.0598705
1985,1899.14,IN,43,1765733139.0598705
9603,226.65,US,11,1765733139.0598705
8689,858.32,UK,13,1765733139.0598705
9993,1366.4,IN,27,1765733139.0598705
1438,1640.38,JP,40,1765733139.0598705
7126,726.66,IN,23,1765733139.0598705
5027,1258.6,JP,32,1765733139.0598705
3123,967.24,US,19,1765733139.0598705
5145,1708.4,JP,41,1765733139.0598705
2582,1930.09,US,29,1765733139.0598705
9914,1265.15,UK,45,1765733139.0598705
4934,155.58,JP,30,1765733139.0598705
4876,155.02,US,5,1765733139.0598705
6477,559.18,JP,46,1765733139.0598705
5302,1187.32,UK,36,1765733139.0598705
6318,1459.23,UK,10,1765733139.0598705
9597,1759.43,JP,43,1765733139.0598705
3357,40.59,US,7,1765733139.0598705
6302,1579.3,JP,47,1765733139.0598705
8988,653.99,IN,46,1765733139.0598705
1398,1465.41,IN,33,1765733139.0598705
5423,1061.1,JP,37,1765733139.0598705
7875,1984.6,UK,35,1765733139.0598705
6870,1392.28,JP,14,1765733139.0598705
6687,577.1,JP,11,1765733139.0598705
6002,182.17,UK,37,1765733139.0603936
3804,1057.19,JP,6,1765733139.0603936
9445,401.84,JP,35,1765733139.0603936
4646,318.18,UK,33,1765733139.0603936
2839,924.62,US,3,1765733139.0603936
4665,1250.78,US,43,1765733139.0603936
5370,1327.84,US,34,1765733139.0603936
8646,778.47,JP,37,1765733139.0603936
7710,1027.9,JP,45,1765733139.0603936
1324,1410.51,JP,13,1765733139.0603936
7570,1812.2,JP,13,1765733139.0603936
2812,683.03,UK,2,1765733139.0603936
2014,1982.85,IN,3,1765733139.0603936
1808,1821.62,US,50,1765733139.0603936
6239,1846.25,UK,48,1765733139.0603936
2437,988.94,IN,11,1765733139.0603936
4630,354.17,IN,25,1765733139.0603936
3904,1672.44,IN,19,1765733139.0603936
2361,1338.42,IN,33,1765733139.0603936
5098,275.41,IN,5,1765733139.0603936
1592,957.5,UK,44,1765733139.0603936
7917,890.47,JP,45,1765733139.0603936
6930,1477.15,IN,23,1765733139.0603936
6806,468.93,IN,26,1765733139.0603936
1313,692.77,IN,28,1765733139.0603936
6302,1825.95,US,44,1765733139.0603936
3312,1733.76,JP,20,1765733139.0603936
6476,1938.14,US,35,1765733139.0603936
3136,968.37,UK,14,1765733139.0603936
1903,306.06,IN,40,1765733139.0603936
4672,1398.87,US,39,1765733139.0603936
5602,388.17,UK,30,1765733139.0603936
6881,800.21,US,23,1765733139.0603936
2289,295.15,JP,41,1765733139.0603936
8366,386.54,US,16,1765733139.0603936
5910,290.51,UK,28,1765733139.0603936
4827,271.83,US,23,1765733139.0603936
1456,364.77,JP,23,1765733139.0603936
5834,738.69,US,36,1765733139.0603936
6682,961.96,IN,2,1765733139.0603936
3391,1383.02,IN,36,1765733139.0603936
7194,520.55,IN,26,1765733139.0603936
8408,922.13,IN,22,1765733139.0603936
5749,1573.54,JP,6,1765733139.0603936
5981,589.76,UK,2,1765733139.0603936
5338,29.41,IN,28,1765733139.0603936
2224,513.52,US,7,1765733139.0603936
2345,1226.57,US,6,1765733139.0603936
6162,1933.99,UK,2,1765733139.0603936
9739,1457.75,UK,27,1765733139.0603936
2630,389.39,IN,11,1765733139.0603936
4204,1107.69,US,9,1765733139.0603936
4387,1875.77,IN,29,1765733139.0603936
5585,916.41,US,34,1765733139.0603936
4451,1118.43,JP,11,1765733139.0603936
8966,1821.51,US,38,1765733139.0603936
6143,1167.76,US,46,1765733139.0603936
9216,1447.65,UK,44,1765733139.0603936
2531,1659.44,US,38,1765733139.0603936
9506,617.44,UK,7,1765733139.0603936
2559,1479.49,IN,42,1765733139.0603936
8514,1972.33,UK,22,1765733139.0603936
4241,1256.15,IN,19,1765733139.0603936
1288,547.33,US,2,1765733139.0603936
2011,1324.61,US,28,1765733139.0603936
6478,1680.07,UK,21,1765733139.0603936
9101,1558.77,IN,26,1765733139.0603936
7078,1198.59,UK,14,1765733139.0603936
9863,1738.31,UK,44,1765733139.0603936
6375,1738.49,JP,40,1765733139.0603936
5781,1173.08,IN,47,1765733139.0603936
3757,1662.66,JP,22,1765733139.0603936
4396,1509.57,IN,31,1765733139.0603936
8899,25.14,IN,19,1765733139.0603936
9672,1447.94,UK,21,1765733139.0603936
2967,47.02,US,29,1765733139.0603936
8256,1718.43,JP,38,1765733139.0603936
7358,1057.52,IN,40,1765733139.0603936
2608,1456.12,IN,1,1765733139.0603936
1680,873.15,UK,22,1765733139.0603936
6705,1762.56,JP,8,1765733139.0614052
2773,1654.06,US,43,1765733139.0614052
3344,1876.3,UK,44,1765733139.0614052
1059,1550.9,JP,37,1765733139.0614052
6751,1694.77,US,45,1765733139.0614052
7014,1802.8,IN,12,1765733139.0614052
7284,785.2,UK,19,1765733139.0614052
2969,847.33,US,5,1765733139.0614052
8204,1077.37,IN,50,1765733139.0614052
8565,1303.49,IN,13,1765733139.0614052
7845,1366.16,IN,48,1765733139.0614052
7860,1524.91,JP,48,1765733139.0614052
7553,1837.52,US,4,1765733139.0614052
7559,1268.76,IN,32,1765733139.0614052
7724,681.53,UK,24,1765733139.0614052
4300,936.54,UK,37,1765733139.0614052
3612,1622.87,IN,34,1765733139.0614052
3930,873.92,IN,3,1765733139.0614052
3324,62.43,UK,18,1765733139.0614052
7556,1500.81,IN,15,1765733139.0614052
7583,1753.25,US,24,1765733139.0614052
3349,1863.79,IN,16,1765733139.0614052
7738,1828.94,IN,42,1765733139.0614052
3542,198.05,IN,3,1765733139.0614052
1279,1897.34,IN,42,1765733139.0614052
9668,1135.63,IN,30,1765733139.0614052
7807,1930.07,UK,28,1765733139.0614052
5410,988.7,JP,1,1765733139.0614052
7778,964.41,IN,10,1765733139.0614052
1182,217.53,JP,39,1765733139.0614052
5196,41.6,US,26,1765733139.0614052
6412,471.45,JP,15,1765733139.0614052
6045,390.01,UK,18,1765733139.0614052
5262,450.9,JP,13,1765733139.0614052
8133,940.4,JP,29,1765733139.0614052
8584,1577.51,IN,13,1765733139.0614052
8407,894.3,US,46,1765733139.0614052
4203,167.91,US,29,1765733139.0614052
8275,1653.39,US,24,1765733139.0614052
6299,1789.84,JP,16,1765733139.0614052
2966,602.41,UK,42,1765733139.0614052
8174,1383.69,UK,44,1765733139.0614052
4615,740.76,US,39,1765733139.0614052
8574,427.24,IN,19,1765733139.0614052
8396,1120.6,US,22,1765733139.0614052
2873,880.64,US,37,1765733139.0614052
6791,1197.09,IN,28,1765733139.0614052
6160,1061.32,JP,29,1765733139.0614052
6783,399.95,JP,38,1765733139.0614052
5969,993.41,IN,15,1765733139.0614052
1396,621.87,UK,14,1765733139.0614052
8245,1915.54,IN,41,1765733139.0614052
9509,470.45,UK,18,1765733139.0614052
4900,557.68,IN,50,1765733139.0614052
3430,1240.99,US,8,1765733139.0614052
3411,1448.69,IN,10,1765733139.0614052
2544,160.46,US,48,1765733139.0614052
7550,971.3,US,2,1765733139.0614052
5849,256.18,US,39,1765733139.0614052
3840,1344.23,IN,1,1765733139.0614052
6774,1075.07,UK,50,1765733139.0614052
1144,841.88,IN,47,1765733139.0614052
3362,370.23,US,17,1765733139.0614052
4640,1916.47,JP,3,1765733139.0614052
4183,189.73,IN,12,1765733139.0614052
7821,493.09,JP,38,1765733139.0614052
9259,1554.35,US,29,1765733139.0614052
1377,1309.98,IN,33,1765733139.0614052
4468,1612.26,IN,39,1765733139.0614052
4200,1556.35,UK,36,1765733139.0614052
8208,1980.26,IN,37,1765733139.0614052
8860,336.27,JP,9,1765733139.0614052
4212,225.98,US,14,1765733139.0614052
8918,732.26,JP,26,1765733139.0614052
2539,1587.5,US,9,1765733139.0614052
1757,1756.74,JP,15,1765733139.0614052
3666,954.81,US,36,1765733139.0614052
4759,826.97,US,37,1765733139.0614052
2321,1862.09,JP,44,1765733139.0614052
8595,918.44,UK,12,1765733139.0614052
9505,1481.37,US,35,1765733139.0614052
3859,1044.53,UK,17,1765733139.0614052
6794,1843.45,UK,20,1765733139.0614052
4989,510.99,US,45,1765733139.0614052
8655,192.81,IN,39,1765733139.0614052
9675,1021.95,UK,36,1765733139.0614052
8500,1002.95,JP,40,1765733139.0614052
9835,60.9,IN,36,1765733139.0614052
6178,1754.6,UK,32,1765733139.0614052
1386,1754.8,IN,38,1765733139.0614052
2055,391.54,UK,44,1765733139.0614052
8177,284.39,US,9,1765733139.0614052
5982,148.47,IN,18,1765733139.0614052
5399,1094.52,JP,43,1765733139.0614052
2117,1453.35,JP,38,1765733139.0614052
6819,1616.73,UK,38,1765733139.0614052
2678,890.67,UK,18,1765733139.0614052
3931,264.91,UK,49,1765733139.0614052
7582,253.01,JP,43,1765733139.0614052
6938,1062.85,UK,35,1765733139.062418
8422,352.95,IN,16,1765733139.062418
8050,304.12,US,40,1765733139.062418
8971,246.87,UK,4,1765733139.062418
4013,746.99,IN,5,1765733139.062418
7026,1037.1,UK,11,1765733139.062418
4812,501.95,JP,8,1765733139.062418
3472,1692.14,JP,16,1765733139.062418
5144,551.02,US,33,1765733139.062418
4371,306.19,UK,29,1765733139.062418
7431,14.75,UK,29,1765733139.062418
8241,1169.11,IN,28,1765733139.062418
5802,347.89,JP,16,1765733139.062418
4584,1813.44,JP,24,1765733139.062418
3303,1428.84,JP,6,1765733139.062418
3238,131.84,UK,49,1765733139.062418
7624,1176.26,UK,20,1765733139.062418
8730,1566.06,JP,19,1765733139.062418
8293,1505.23,JP,31,1765733139.062418
1946,179.67,IN,50,1765733139.062418
7177,17.43,IN,11,1765733139.062418
7031,855.92,IN,5,1765733139.062418
4135,397.62,US,47,1765733139.062418
1265,1156.84,UK,6,1765733139.062418
5433,601.57,UK,8,1765733139.062418
9323,226.56,JP,10,1765733139.062418
7340,878.56,JP,24,1765733139.062418
3532,311.55,US,32,1765733139.062418
4393,1147.29,IN,19,1765733139.062418
2238,997.31,JP,44,1765733139.062418
4032,757.26,IN,15,1765733139.062418
3925,540.98,JP,18,1765733139.062418
7205,240.88,US,1,1765733139.062418
7392,1320.7,IN,50,1765733139.062418
2554,958.16,IN,18,1765733139.062418
9713,1039.17,IN,32,1765733139.062418
1754,180.69,US,25,1765733139.062418
5944,1891.06,US,11,1765733139.062418
7049,1342.88,JP,35,1765733139.062418
9794,1123.41,US,13,1765733139.062418
3820,1311.58,UK,15,1765733139.062418
2639,1623.14,IN,24,1765733139.062418
5901,1888.42,US,39,1765733139.062418
4078,312.93,JP,14,1765733139.062418
4119,211.46,UK,45,1765733139.062418
8426,1449.43,JP,2,1765733139.062418
1788,1804.53,UK,10,1765733139.062418
2227,1922.49,US,28,1765733139.062418
5923,283.83,US,8,1765733139.062418
9325,247.96,US,43,1765733139.062418
4286,291.47,IN,5,1765733139.062418
3942,1708.4,UK,24,1765733139.062418
3427,1732.15,UK,7,1765733139.062418
2877,1697.26,US,31,1765733139.062418
6241,1893.49,UK,35,1765733139.062418
